whois_regDate,whois_expDate,whois_updatedDate,dot_count,url_len,digit_count,special_count,hyphen_count,double_slash,single_slash,at_the_rate,protocol,protocol_count
-1,-1,-1,2,31,2,0,0,0,1,0,0,0
3514,137,226,3,42,0,0,1,0,2,0,0,0
250,114,250,2,60,1,0,0,0,5,0,0,0
6970,1429,782,3,36,0,0,0,0,2,0,0,0
-1,-1,-1,3,27,1,0,1,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,0,0,0,0
-1,363,-1,3,33,0,0,0,0,1,0,0,0
-1,363,-1,3,32,0,0,0,0,0,0,0,0
-1,-1,-1,3,74,4,1,1,0,6,0,0,0
6996,307,62,4,43,6,3,0,0,1,0,0,0
6996,307,62,4,57,12,1,0,0,1,0,0,0
7123,2007,746,4,47,4,0,0,0,1,0,0,0
7123,2007,746,5,94,3,5,0,0,1,0,0,0
7763,270,1805,2,21,0,0,0,0,1,0,0,0
6272,301,63,2,12,2,0,0,0,0,0,0,0
6996,307,62,4,50,8,0,0,0,1,0,0,0
7123,2007,746,4,40,0,0,0,0,1,0,0,0
7123,2007,746,3,28,0,1,0,0,1,0,0,0
7123,2007,746,5,87,0,3,0,0,1,0,0,0
4981,131,238,2,16,0,0,0,0,1,0,0,0
6996,307,62,5,33,0,0,0,0,1,0,0,0
4695,52,310,2,34,0,0,1,0,1,0,0,0
517,273,91,2,18,1,0,0,0,1,0,0,0
517,273,91,2,22,0,0,1,0,1,0,0,0
4379,3,115,2,15,0,0,0,0,1,0,0,0
-1,-1,-1,3,29,0,0,1,0,1,0,0,0
6349,224,140,3,33,0,0,0,0,1,0,0,0
517,273,91,2,26,0,0,1,0,1,0,0,0
517,273,91,2,23,0,0,0,0,1,0,0,0
576,153,254,2,15,0,0,0,0,1,0,0,0
4448,299,126,2,33,1,0,1,0,2,0,0,0
-1,-1,-1,3,18,0,0,0,0,1,0,0,0
235,129,235,3,66,2,0,0,0,5,0,0,0
6559,14,350,4,36,0,0,0,0,3,0,0,0
5836,373,18,4,37,3,0,0,0,1,0,0,0
5836,373,18,4,37,3,0,0,0,1,0,0,0
-1,-1,-1,3,28,0,0,1,0,1,0,0,0
6200,337,28,2,23,0,0,1,0,1,0,0,0
-1,-1,-1,4,72,0,2,0,0,3,0,0,0
4535,212,156,2,26,0,0,1,0,1,0,0,0
4529,584,168,5,64,1,0,0,0,6,0,0,0
4529,584,168,5,65,1,0,0,1,7,0,0,0
5782,61,2287,3,90,17,1,1,0,9,0,0,0
-1,-1,-1,2,26,0,0,1,0,1,0,0,0
5577,266,96,3,50,11,0,0,0,5,0,0,0
5142,336,69,3,29,0,0,0,0,1,0,0,0
5335,142,221,3,41,0,0,0,0,3,0,0,0
7763,270,1805,2,29,1,2,1,0,1,0,0,0
5142,336,69,3,31,0,0,0,0,1,0,0,0
5836,373,18,4,27,0,0,0,0,1,0,0,0
4519,1689,-1,3,25,0,0,0,0,2,0,0,0
4630,117,249,3,27,2,0,1,0,1,0,0,0
5836,373,18,4,30,0,0,0,0,2,0,0,0
5836,373,18,4,36,0,0,0,0,2,0,0,0
6363,211,-1,5,280,62,6,6,0,1,0,0,0
4627,120,202,2,18,0,0,0,0,1,0,0,0
4506,241,-1,5,279,56,19,1,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,3,0,0,0
7350,326,-1,4,276,54,19,1,0,1,0,0,0
6699,239,110,2,21,1,0,0,0,1,0,0,0
6573,0,364,3,33,3,0,3,0,0,0,0,0
4523,224,171,3,63,12,0,1,0,2,0,0,0
5836,373,18,4,32,0,1,0,0,1,0,0,0
7250,54,294,2,33,0,1,0,0,2,0,0,0
-1,-1,46,3,43,0,0,0,0,3,0,0,0
6200,337,28,2,30,0,0,2,0,1,0,0,0
6832,105,262,3,23,0,0,0,0,1,0,0,0
7123,2007,746,3,22,0,0,0,0,1,0,0,0
6832,105,262,2,17,0,0,0,0,1,0,0,0
6832,105,262,3,18,0,0,0,0,1,0,0,0
7123,2007,746,6,65,2,5,0,0,1,0,0,0
6832,105,262,3,28,0,0,0,0,1,0,0,0
7123,2007,746,3,28,0,0,0,0,1,0,0,0
7123,2007,746,5,91,2,4,0,0,1,0,0,0
7123,2007,746,3,45,0,2,0,0,1,0,0,0
6832,105,262,3,31,0,0,1,0,1,0,0,0
5995,212,159,3,27,3,0,0,0,1,0,0,0
7123,2007,746,4,33,2,0,0,0,1,0,0,0
7123,2007,746,4,31,0,0,0,0,1,0,0,0
5995,212,159,3,28,0,0,0,0,1,0,0,0
7123,2007,746,4,58,0,3,0,0,1,0,0,0
6996,307,62,4,56,12,0,0,0,1,0,0,0
7123,2007,746,4,37,2,0,0,0,1,0,0,0
6059,148,215,3,27,0,0,1,0,1,0,0,0
4981,131,238,2,16,0,0,1,0,1,0,0,0
6059,148,215,2,23,0,0,1,0,1,0,0,0
7123,2007,746,5,38,6,0,0,0,1,0,0,0
5878,330,53,3,25,0,0,1,0,1,0,0,0
5836,373,18,3,35,3,2,2,0,1,0,0,0
5086,392,-1,4,33,0,0,0,0,2,0,0,0
-1,-1,-1,2,20,0,0,0,0,1,0,0,0
7250,54,294,2,31,2,1,0,0,2,0,0,0
53,-1,53,2,18,1,0,0,0,1,0,0,0
5354,123,272,3,24,0,0,0,0,1,0,0,0
7763,270,1805,2,28,0,1,1,0,1,0,0,0
3982,34,350,2,21,3,0,0,0,1,0,0,0
7763,270,1805,2,26,0,1,1,0,1,0,0,0
4630,117,249,2,16,2,0,0,0,1,0,0,0
6832,105,262,3,26,0,1,1,0,1,0,0,0
7763,270,1805,2,27,0,0,1,0,1,0,0,0
7763,270,1805,2,29,0,0,0,0,1,0,0,0
7763,270,1805,2,24,0,0,0,0,1,0,0,0
7763,270,1805,2,21,0,0,0,0,1,0,0,0
7763,270,1805,2,20,0,0,0,0,1,0,0,0
4442,305,75,5,51,0,0,4,0,1,0,0,0
4442,305,75,3,35,0,0,2,0,1,0,0,0
4506,241,-1,6,104,22,4,0,0,1,0,0,0
4506,241,-1,6,282,58,19,0,0,1,0,0,0
7763,270,1805,2,28,0,0,0,0,1,0,0,0
7763,270,1805,2,25,0,0,1,0,1,0,0,0
7763,270,1805,2,25,1,0,2,0,1,0,0,0
4442,305,75,4,35,3,0,3,0,1,0,0,0
5836,373,18,3,32,2,1,2,0,1,0,0,0
7123,2007,746,4,51,4,1,1,0,1,0,0,0
5836,373,18,3,24,0,0,1,0,1,0,0,0
7123,2007,746,4,34,0,0,1,0,1,0,0,0
7123,2007,746,4,30,5,2,0,0,1,0,0,0
7123,2007,746,3,23,0,1,0,0,1,0,0,0
5995,212,159,3,26,0,0,0,0,1,0,0,0
5836,373,18,4,31,0,0,0,0,1,0,0,0
6832,105,262,3,21,1,0,0,0,1,0,0,0
-1,-1,-1,3,28,0,0,0,0,1,0,0,0
-1,-1,-1,4,37,0,0,1,0,1,0,0,0
-1,-1,-1,3,26,1,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,23,0,0,0,0,1,0,0,0
-1,-1,-1,3,18,1,0,0,0,1,0,0,0
-1,-1,-1,5,43,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,3,28,4,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,1,0,0,1,0,0,0
-1,-1,-1,3,18,1,0,0,0,1,0,0,0
-1,-1,-1,5,36,4,0,0,0,1,0,0,0
-1,-1,-1,4,42,0,0,0,0,1,0,0,0
4709,38,195,6,76,1,4,0,0,3,0,0,0
5304,173,191,3,41,2,0,0,0,3,0,0,0
3988,394,1,2,30,3,0,0,0,1,0,0,0
-1,-1,-1,3,20,2,0,0,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,4,46,1,1,1,0,1,0,0,0
-1,-1,-1,4,31,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,3,1,0,0,1,0,0,0
-1,-1,-1,5,90,2,3,0,0,1,0,0,0
-1,-1,-1,3,26,0,1,0,0,1,0,0,0
-1,-1,-1,4,45,0,1,0,0,1,0,0,0
4191,191,854,2,16,0,0,0,0,1,0,0,0
-1,-1,-1,3,29,0,0,0,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
3730,286,99,6,74,4,4,0,0,3,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
3730,286,99,6,76,2,4,0,0,3,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,3,16,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,4,27,0,0,0,0,1,0,0,0
-1,-1,-1,2,13,0,0,0,0,1,0,0,0
-1,-1,-1,3,19,1,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,1,0,1,0,0,0
-1,-1,-1,3,22,0,0,1,0,1,0,0,0
-1,-1,-1,3,24,0,0,1,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,17,0,0,0,0,1,0,0,0
-1,-1,-1,4,37,2,0,0,0,1,0,0,0
-1,-1,-1,4,37,0,0,0,0,1,0,0,0
-1,-1,-1,2,19,0,2,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,23,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,24,0,0,1,0,1,0,0,0
-1,-1,-1,3,24,0,0,1,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,19,0,0,0,0,1,0,0,0
-1,-1,-1,3,29,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,3,17,0,0,0,0,1,0,0,0
-1,-1,-1,3,29,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,29,0,0,0,0,1,0,0,0
-1,-1,-1,3,18,0,0,0,0,1,0,0,0
-1,-1,-1,4,33,4,0,0,0,1,0,0,0
-1,-1,-1,4,35,1,0,0,0,1,0,0,0
-1,-1,-1,4,29,2,0,0,0,1,0,0,0
-1,-1,-1,2,22,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
-1,-1,-1,2,32,0,0,2,0,1,0,0,0
-1,-1,-1,2,22,1,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
-1,-1,-1,4,31,0,0,0,0,1,0,0,0
-1,-1,-1,3,37,1,0,0,0,2,0,0,0
-1,-1,-1,3,19,0,0,0,0,1,0,0,0
-1,-1,-1,4,32,3,0,0,0,1,0,0,0
-1,-1,-1,3,26,3,0,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,7,68,0,0,0,0,3,0,0,0
-1,-1,-1,4,37,0,0,0,0,1,0,0,0
-1,-1,-1,5,35,2,0,0,0,1,0,0,0
-1,-1,-1,4,38,0,0,0,0,1,0,0,0
-1,-1,-1,3,20,2,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,1,0,1,0,0,0
-1,-1,-1,4,38,2,2,0,0,1,0,0,0
-1,-1,-1,4,37,0,1,0,0,1,0,0,0
-1,-1,-1,4,32,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,33,0,0,3,0,1,0,0,0
-1,-1,-1,4,55,0,2,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,1,0,0,0,2,0,0,0
-1,-1,-1,6,64,2,4,0,0,1,0,0,0
-1,-1,-1,3,60,0,2,0,0,1,0,0,0
-1,-1,-1,3,22,2,0,0,0,1,0,0,0
-1,-1,-1,4,45,0,2,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,35,0,2,0,0,1,0,0,0
-1,-1,-1,3,19,0,0,0,0,1,0,0,0
-1,-1,-1,3,44,0,0,0,0,1,0,0,0
-1,-1,-1,4,49,4,2,0,0,1,0,0,0
-1,-1,-1,4,51,3,2,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
-1,-1,-1,4,33,4,0,0,0,1,0,0,0
-1,-1,-1,4,33,3,0,0,0,1,0,0,0
-1,-1,-1,4,26,0,0,0,0,1,0,0,0
-1,-1,-1,4,34,1,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,1,0,0,1,0,0,0
-1,-1,-1,4,36,2,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,3,24,3,0,0,0,1,0,0,0
-1,-1,-1,3,19,0,0,0,0,1,0,0,0
-1,-1,-1,3,31,0,0,2,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
-1,-1,-1,3,23,0,0,0,0,1,0,0,0
-1,-1,-1,4,33,3,0,0,0,1,0,0,0
-1,-1,-1,3,37,0,2,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,1,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,4,31,0,0,0,0,1,0,0,0
-1,-1,-1,4,40,2,1,0,0,1,0,0,0
-1,-1,-1,3,24,0,1,0,0,1,0,0,0
-1,-1,-1,4,40,0,0,0,0,1,0,0,0
-1,-1,-1,6,56,0,2,0,0,1,0,0,0
-1,-1,-1,3,22,2,0,0,0,1,0,0,0
-1,-1,-1,4,52,3,0,0,0,1,0,0,0
-1,-1,-1,4,30,3,0,0,0,1,0,0,0
-1,-1,-1,5,32,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,4,26,0,0,0,0,1,0,0,0
-1,-1,-1,4,44,2,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,5,36,1,0,0,0,1,0,0,0
-1,-1,-1,4,42,4,1,0,0,1,0,0,0
-1,-1,-1,4,40,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,22,1,0,0,0,1,0,0,0
-1,-1,-1,4,23,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,4,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,1,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,35,0,0,3,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,19,0,0,0,0,1,0,0,0
3988,394,1,2,20,3,0,0,0,1,0,0,0
-1,-1,-1,5,37,0,0,0,0,1,0,0,0
-1,-1,-1,4,30,2,0,0,0,1,0,0,0
-1,-1,-1,3,39,0,0,3,0,1,0,0,0
-1,-1,-1,3,26,0,1,0,0,1,0,0,0
-1,-1,-1,3,17,0,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,17,0,0,0,0,1,0,0,0
-1,-1,-1,6,59,0,2,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,1,0,1,0,0,0
-1,-1,-1,5,31,0,0,0,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,4,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,2,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,3,0,0,0,1,0,0,0
-1,-1,-1,3,28,0,0,1,0,1,0,0,0
-1,-1,-1,3,22,3,0,0,0,1,0,0,0
-1,-1,-1,3,23,3,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,4,44,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
-1,-1,-1,4,48,4,2,0,0,1,0,0,0
-1,-1,-1,5,34,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,1,0,0,0,1,0,0,0
-1,-1,-1,2,19,0,0,0,0,1,0,0,0
-1,-1,-1,4,30,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,3,21,2,0,0,0,1,0,0,0
-1,-1,-1,6,40,0,0,0,0,1,0,0,0
-1,-1,-1,3,31,0,0,0,0,1,0,0,0
-1,-1,-1,5,72,7,1,0,0,2,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,4,50,4,0,1,0,1,0,0,0
-1,-1,-1,3,27,0,0,1,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,1,0,0,0
-1,-1,-1,3,22,1,0,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,1,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
5165,1043,36,4,20,0,0,0,0,1,0,0,0
379,351,13,2,16,0,0,0,0,1,0,0,0
3730,286,99,6,75,3,4,0,0,3,0,0,0
5304,173,191,3,48,2,1,0,0,3,0,0,0
4108,274,120,2,25,3,0,0,0,1,0,0,0
-1,-1,-1,3,18,0,0,0,0,1,0,0,0
3730,286,99,6,75,1,4,0,0,3,0,0,0
-1,-1,-1,3,43,2,2,0,0,1,0,0,0
4065,317,503,2,42,0,0,0,1,5,0,0,0
3885,131,43,2,20,4,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,2,0,1,0,0,0
-1,-1,-1,4,37,0,1,0,0,1,0,0,0
-1,-1,-1,3,23,0,0,1,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
7350,326,-1,6,117,19,6,0,0,1,0,0,0
91,273,4,3,66,10,5,1,0,2,0,0,0
-1,-1,-1,4,33,0,0,0,0,1,0,0,0
3988,394,1,2,31,3,0,0,0,1,0,0,0
3988,394,1,2,26,7,0,1,0,1,0,0,0
3988,394,1,2,27,4,0,0,0,1,0,0,0
3988,394,1,2,27,3,1,0,0,1,0,0,0
3988,394,1,2,20,3,0,0,0,1,0,0,0
3988,394,1,2,21,3,0,0,0,1,0,0,0
6094,114,250,3,43,0,0,0,0,4,0,0,0
3885,131,42,2,30,1,0,0,0,1,0,0,0
4338,410,847,2,26,0,0,0,0,1,0,0,0
3730,286,99,5,71,2,4,0,0,3,0,0,0
3885,131,43,2,25,1,0,0,0,1,0,0,0
6998,326,-1,6,125,28,5,0,0,1,0,0,0
-1,-1,-1,2,21,0,0,0,0,1,0,0,0
6363,211,-1,2,39,0,0,0,0,2,0,0,0
-1,-1,-1,3,44,0,0,0,0,4,0,0,0
-1,-1,33,4,34,0,0,0,0,2,0,0,0
-1,-1,-1,3,21,0,0,0,0,1,0,0,0
6974,330,38,2,35,1,0,0,0,2,0,0,0
7350,326,-1,6,117,20,7,0,0,1,0,0,0
6710,228,140,3,70,7,4,0,0,4,0,0,0
-1,-1,-1,2,18,2,0,0,0,1,0,0,0
3988,394,1,2,26,3,0,0,0,1,0,0,0
-1,-1,-1,2,20,0,0,0,0,1,0,0,0
-1,-1,-1,2,22,0,0,0,0,1,0,0,0
-1,-1,-1,2,19,0,0,0,0,1,0,0,0
4338,410,1040,2,33,1,0,0,0,1,0,0,0
3982,400,5,2,19,0,0,0,0,1,0,0,0
6272,301,63,2,27,10,0,2,0,1,0,0,0
-1,-1,-1,3,22,0,0,0,0,1,0,0,0
3731,651,12,1,12,0,0,0,0,1,0,0,0
6272,301,63,2,35,10,0,2,0,1,0,0,0
6272,301,63,2,14,2,0,1,0,1,0,0,0
6272,301,63,2,29,1,0,0,0,1,0,0,0
6272,301,63,3,25,1,0,0,0,1,0,0,0
7005,326,-1,4,26,0,0,0,0,1,0,0,0
8025,10,353,3,44,4,0,0,0,2,0,0,0
278,86,218,2,27,0,0,1,0,1,0,0,0
4108,274,120,2,24,3,0,0,0,1,0,0,0
6094,114,250,2,39,0,0,0,0,4,0,0,0
-1,-1,-1,4,40,0,0,0,0,2,0,0,0
6272,301,63,2,24,1,0,1,0,1,0,0,0
-1,118,-1,3,23,0,0,0,0,0,0,0,0
-1,118,-1,3,24,0,0,0,0,1,0,0,0
-1,-1,-1,4,43,0,0,0,0,3,0,0,0
-1,-1,-1,4,35,0,0,0,0,1,0,0,0
6828,110,286,6,47,0,0,0,0,1,0,0,0
-1,-1,-1,4,43,0,0,0,0,3,0,0,0
4498,249,1637,6,29,0,0,0,0,2,0,0,0
6998,326,-1,5,117,17,6,0,0,1,0,0,0
-1,-1,-1,3,71,18,3,1,0,1,0,0,0
3961,421,351,2,17,0,0,0,0,1,0,0,0
-1,-1,-1,4,39,0,0,0,0,2,0,0,0
4505,242,249,2,27,1,0,0,0,1,0,0,0
5025,87,281,3,41,7,3,0,0,1,0,0,0
5457,386,7,2,20,3,0,0,0,1,0,0,0
4762,351,34,4,30,0,0,0,0,1,0,0,0
-1,-1,-1,4,77,21,2,1,0,1,0,0,0
-1,-1,-1,3,104,44,2,0,0,2,0,0,0
6573,0,364,2,22,0,0,0,0,1,0,0,0
6573,0,364,3,33,2,0,0,0,1,0,0,0
7005,326,-1,2,15,0,0,0,0,0,0,0,0
6200,337,28,2,25,5,0,0,0,1,0,0,0
6200,337,28,3,34,6,0,0,0,1,0,0,0
-1,-1,-1,3,38,3,0,2,0,1,0,0,0
-1,-1,-1,3,36,1,0,0,0,1,0,0,0
5514,2155,1278,2,21,0,0,1,0,1,0,0,0
7005,326,-1,2,17,1,0,0,0,0,0,0,0
-1,-1,-1,3,51,0,0,1,0,4,0,0,0
7005,326,-1,2,13,0,0,0,0,1,0,0,0
-1,-1,-1,3,26,0,0,1,0,1,0,0,0
-1,-1,-1,2,19,0,0,1,0,1,0,0,0
-1,542,-1,4,54,8,0,0,0,4,0,0,0
7276,1124,32,4,56,0,0,0,0,2,0,0,0
-1,542,-1,4,51,4,0,0,0,4,0,0,0
3520,131,245,4,125,45,6,1,0,2,0,0,0
3722,-71,27,7,183,76,0,6,0,2,0,0,0
307,57,-1,6,98,2,6,1,0,8,0,0,0
467,262,1,5,100,2,9,1,0,8,0,0,0
4186,927,1443,3,44,5,0,0,0,1,0,0,0
-1,-1,-1,6,45,0,1,0,0,1,0,0,0
3027,259,106,2,23,1,0,1,0,1,0,0,0
-1,-1,-1,2,44,1,0,1,0,3,0,0,0
2743,178,185,3,113,43,0,1,0,5,0,0,0
-1,-1,-1,3,73,4,0,0,0,6,0,0,0
-1,-1,-1,3,40,4,0,0,0,2,0,0,0
-1,-1,-1,3,39,4,0,0,0,2,0,0,0
-1,-1,-1,11,221,59,1,0,0,3,0,0,0
-1,-1,-1,3,36,5,0,1,0,2,0,0,0
-1,-1,-1,3,34,4,0,0,0,2,0,0,0
-1,-1,-1,3,33,4,0,0,0,2,0,0,0
-1,-1,-1,2,24,4,0,0,0,2,0,0,0
-1,-1,-1,1,81,3,1,1,0,8,0,0,0
373,357,11,6,145,40,1,1,0,8,0,0,0
3051,235,-1,6,66,0,2,0,0,4,0,0,0
3063,223,175,3,56,3,0,2,0,5,0,0,0
3063,223,175,3,33,0,0,0,0,3,0,0,0
3720,662,154,1,14,1,0,0,0,1,0,0,0
-1,-1,-1,3,82,0,0,1,0,7,0,0,0
-1,-1,-1,2,32,4,0,0,0,2,0,0,0
-1,-1,-1,2,57,0,0,0,0,4,0,0,0
-1,-1,-1,2,56,10,0,1,0,4,0,0,0
3720,662,154,1,14,0,0,0,0,1,0,0,0
-1,-1,-1,1,31,1,0,0,0,3,0,0,0
-1,-1,-1,1,21,0,1,0,0,1,0,0,0
-1,-1,-1,2,56,2,0,1,0,6,0,0,0
373,357,11,3,92,0,0,1,0,8,0,0,0
-1,-1,-1,1,80,2,1,1,0,8,0,0,0
373,357,11,2,88,0,0,1,0,8,0,0,0
5314,163,-1,5,59,0,2,0,0,4,0,0,0
3305,347,18,2,69,4,0,1,0,5,0,0,0
-1,-1,-1,7,66,18,0,0,0,1,0,0,0
6403,170,203,7,103,2,5,1,0,8,0,0,0
3063,223,175,4,83,3,1,3,0,7,0,0,0
1837,354,9,6,94,2,6,1,0,8,0,0,0
-1,-1,-1,5,245,85,7,0,0,8,0,0,0
474,255,132,6,108,2,8,1,0,10,0,0,2
4007,375,510,2,27,2,0,0,0,1,0,0,0
-1,-1,-1,1,13,0,0,0,0,1,0,0,0
-1,-1,-1,2,44,1,0,1,0,3,0,0,0
-1,-1,-1,2,34,0,0,0,0,1,0,0,0
-1,-1,-1,1,14,2,0,0,0,1,0,0,0
-1,-1,-1,1,31,1,0,0,0,3,0,0,0
-1,-1,-1,3,50,2,0,1,0,5,0,0,0
-1,-1,-1,11,221,56,1,0,0,3,0,0,0
-1,-1,-1,9,183,56,0,0,0,3,0,0,0
6403,170,203,7,134,8,6,1,0,5,0,0,1
561,168,202,6,53,0,0,0,0,3,0,0,0
3350,301,510,3,64,5,0,1,0,2,0,0,0
-1,-1,-1,3,50,2,0,1,0,5,0,0,0
-1,-1,-1,12,191,46,5,2,0,3,0,0,0
-1,-1,-1,1,96,43,1,0,0,5,0,0,0
2536,19,359,1,49,0,3,1,0,2,0,0,0
3862,154,240,1,103,29,5,1,0,2,0,0,0
4147,235,149,2,27,0,0,0,0,2,0,0,0
4571,176,567,1,31,0,0,0,0,3,0,0,0
3275,11,348,3,48,0,0,0,0,3,0,0,0
3108,178,552,2,35,0,0,1,0,3,0,0,0
-1,-1,-1,3,50,2,0,1,0,5,0,0,0
3275,11,348,2,44,0,0,0,0,3,0,0,0
4571,176,567,2,35,0,0,0,0,3,0,0,0
958,136,272,15,255,83,0,8,0,4,0,0,0
-1,-1,-1,3,44,0,0,1,0,4,0,0,0
-1,-1,-1,3,49,1,0,1,0,5,0,0,0
4249,133,477,3,68,0,0,1,0,5,0,0,0
-1,-1,-1,3,174,82,1,0,0,6,0,0,0
-1,-1,-1,1,14,0,0,0,0,1,0,0,0
-1,-1,-1,4,89,21,0,3,0,3,0,0,0
4319,63,665,3,91,12,15,0,0,2,0,0,0
-1,-1,-1,2,32,5,1,0,0,0,0,0,0
-1,-1,-1,1,60,10,0,5,0,1,0,0,0
8460,306,84,3,40,6,0,0,0,2,0,0,0
4289,93,244,2,20,1,0,0,0,1,0,0,0
-1,-1,-1,1,55,10,0,5,0,1,0,0,0
3461,189,159,4,263,119,5,7,0,3,0,0,0
-1,-1,-1,12,232,105,0,1,0,2,0,0,0
